Titulo_original;Titulo_encontrado;Fuente;Sinopsis;Poster_URL;Generos;Puntuacion;Episodios;URL_Externa;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
The Fable;The Fable;TMDB;Fable es un asesino invencible capaz de eliminar a cualquier objetivo en menos de seis segundos. Un día, el jefe de su organización le ordena que deje de matar durante un año y viva una vida normal. Así empieza un año sabático con toques cómicos y un pelín excéntricos.;https://image.tmdb.org/t/p/original/svJlYlNgkHNi8bvYxZPFXHYI4EM.jpg;Animación, Comedia, Action & Adventure, Crimen;7.798;26.0;https://www.themoviedb.org/tv/238843;https://image.tmdb.org/t/p/original/hbPUaAY6YQOmqMdwd5qm6JavqGk.jpg;T1:25|T2:1;Kazuyuki Okitsu (Akira Sato (voice)), Miyuki Sawashiro (Yoko Sato (voice)), Kana Hanazawa (Misaki Shimizu (voice)), Akio Otsuka (Takeshi Ebihara (voice));https://image.tmdb.org/t/p/w185/vgyaK5dAxhvzAi6LJM3ZyaJd4mJ.jpg, https://image.tmdb.org/t/p/w185/11mGqwpmu8CoEy1YJgabj2g7MIv.jpg, https://image.tmdb.org/t/p/w185/9UTBlNRopSOKyoWnCm74tyHOfR1.jpg, https://image.tmdb.org/t/p/w185/uH9oiqOOgrsz2zNnouVZ1qPzDyb.jpg;;Sakamoto Days, Buddy Daddies, Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari, Bungou Stray Dogs, Akudama Drive;
Dragon Ball DAIMA;Dragon Ball Daima;Jikan (MyAnimeList);Goku regresa de las alturas del poder para descubrir que en el mundo existen los Namekuseijin de pequeño tamaño llamados Daima. Junto con sus aliados, Goku deberá adaptarse a su forma infantil mientras investiga las conspiraciones que rodean este nuevo universo lleno de demonios y misterios.;https://cdn.myanimelist.net/images/anime/1723/145231l.jpg;Action, Adventure, Comedy, Fantasy;7.56;20.0;;https://image.tmdb.org/t/p/original/oUmWLyeko3kYdUr8DBLIsxwcugl.jpg;T1:20;;;;Dragon Quest: Las aventuras de Fly, Helck, InuYasha, The Unaware Atelier Meister, Black Clover;https://www.youtube.com/watch?v=QSZjg6cXuno
Tougen Anki;Tougen Anki;Jikan (MyAnimeList);Hace mucho tiempo, las criaturas demoníacas conocidas como Oni masacraban humanos por puro placer. Un hombre solitario llamado Momotarou se opuso a estos monstruos. Miles de años después, el joven Shiki Ichinose descubre que lleva en su interior una sangre ancestral que lo conecta con esa antigua guerra entre humanos y demonios.;https://cdn.myanimelist.net/images/anime/1474/150666l.jpg;Action, Fantasy;6.86;24.0;https://myanimelist.net/anime/58811/Tougen_Anki;https://image.tmdb.org/t/p/original/k7h9p81H6X6TGV70TgOp4TmjXco.jpg;T1:24;Kazuki Ura (Shiki Ichinose (voice)), Hiroshi Kamiya (Naito Mudano (voice)), Koutaro Nishiyama (Jin Kougasaki (voice)), Manaka Iwami (Homare Byobugaura (voice)), Shogo Sakata (Ikari Yaoroshi (voice)), Natsuki Hanae (Juji Yusurube (voice));https://image.tmdb.org/t/p/w185/7eUgENWREmWSMnLPUFCQhvUSpdI.jpg, https://image.tmdb.org/t/p/w185/5aAAOlQ2hW5EqEQOzk4UeroxcTN.jpg, https://image.tmdb.org/t/p/w185/6qKGsoetRrvOvlROdYx40CVlHtw.jpg, https://image.tmdb.org/t/p/w185/leKMaCBswXG8u4mfQNQ7J3y6Xow.jpg, https://image.tmdb.org/t/p/w185/fRRPNBz3OCNRdmLdUTdpq7dGqxM.jpg, https://image.tmdb.org/t/p/w185/alTb0DlcPIbcwM08WSmxFai58sd.jpg;;Noragami, Blood+, Blue Exorcist, The Demon Prince of Momochi House, JoJo's Bizarre Adventure;https://www.youtube.com/watch?v=j_0eK6R7fm8
Dragon Ball Super;Dragon Ball Super;Jikan (MyAnimeList);Seis meses después de la batalla contra Majin Buu, Goku y sus amigos se enfrentan al Dios de la Destrucción Bills, el ser más poderoso del universo. La serie explora nuevos límites del poder con transformaciones como el Super Saiyan Dios, mientras se revelan amenazas cósmicas de múltiples universos.;https://cdn.myanimelist.net/images/anime/7/74606l.jpg;Action, Adventure, Comedy, Fantasy;7.47;131.0;;https://image.tmdb.org/t/p/original/yJAOi2n0VYBEXdPI1NXv5FiOcBX.jpg;T1:131;Masako Nozawa (Son Goku / Goku Black / Son Gohan / Son Goten (voice)), Ryo Horikawa (Vegeta (voice)), Hiromi Tsuru (Bulma (voice)), Koichi Yamadera (Beerus (voice)), Takeshi Kusao (Trunks (voice)), Eiko Yamada (Mai (voice));https://image.tmdb.org/t/p/w185/jxbXdejmPoiKnNoQz7Dkb80qC26.jpg, https://image.tmdb.org/t/p/w185/vZ69WQJfR5D2xow5FkddduRjq6c.jpg, https://image.tmdb.org/t/p/w185/oFU9CCNLUhklLhEuLutM0FyTUbt.jpg, https://image.tmdb.org/t/p/w185/biov5jENp2XYfehkcdnRvi796Wi.jpg, https://image.tmdb.org/t/p/w185/gDiYLUdl9zXXJmhE0bAuB1Jm3FJ.jpg, https://image.tmdb.org/t/p/w185/uIESaPrL2AxOaYyfmh6krMVe813.jpg;;Dragon Ball Z, La Ley de Ueki, Shingeki no Bahamut, InuYasha, SHAMAN KING;https://www.youtube.com/watch?v=_DDm-2h8sbw
Watashi no Oshi wa Akuyaku Reijou;Me enamoré de la villana;TMDB;El mundo de una trabajadora corporativa se pone patas arriba cuando un día despierta siendo Rae Taylor, la protagonista de su juego otome favorito, Revolution. Rae esta eufótica ante la oportunidad de cortejar a Claire François, la villana del juego y por quien siente un profundo amor. Armada con sus conocimientos del juego y de los eventos que están por suceder, Rae se propone hacer que Claire se enamore de ella. Pero ¿cómo se tomará la villana los embites románticos de Rae?;https://image.tmdb.org/t/p/original/tQNMsjH2YtRZfgb8zTXtA21vxud.jpg;Animación, Comedia, Sci-Fi & Fantasy;7.378;12.0;https://www.themoviedb.org/tv/216269;https://image.tmdb.org/t/p/original/irpfqoLS3cI08zGSpCDhclA3yyR.jpg;T1:12;Yu Serizawa (Rae Taylor (voice)), 奈波果林 (Claire François (voice)), Daisuke Namikawa (Thane Bauer (voice)), Yoko Hikasa (Yu Bauer (voice)), Ikumi Hasegawa (Lene Aurousseau (voice)), 愛美 (Misha Jur (voice));https://image.tmdb.org/t/p/w185/mQITB0XYHCZjYef39xsHnSHIH56.jpg, https://image.tmdb.org/t/p/w185/a3gLMJa2LNc7NrUIzHJTJQaWYqA.jpg, https://image.tmdb.org/t/p/w185/iw0X8oDutxaBAri3Ifga8nhdUJK.jpg, https://image.tmdb.org/t/p/w185/mP3bj0s1gqJ6tCKFLhu4b1CkJj7.jpg, https://image.tmdb.org/t/p/w185/aHLid4WeTafrtfqDRAZSw5K7dTj.jpg, https://image.tmdb.org/t/p/w185/9mk1CHBZDmY2hh9BT5gb7yDMsQY.jpg;;Akuyaku Reijou nanode Last Boss wo Kattemimashita, Maou Evelogia ni Mi wo Sasageyo, Fushigi Yūgi: El juego misterioso, Benriya Saitou-san, Isekai ni Iku, The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far;https://www.youtube.com/watch?v=pJJ3bwTQuFo
Dragon Ball Z;Dragon Ball Z;Jikan (MyAnimeList);Cinco años después de derrotar a Piccolo, Goku enfrenta nuevas amenazas comenzando con el regreso del extraterrestre Raditz, revelando los orígenes Saiyan del protagonista. La serie sigue las épicas batallas de Goku y sus amigos contra villanos cada vez más poderosos como Vegeta, Freezer, Cell y Majin Buu.;https://cdn.myanimelist.net/images/anime/1277/142022l.jpg;Action, Adventure, Comedy, Fantasy;8.21;291.0;;https://image.tmdb.org/t/p/original/ydf1CeiBLfdxiyNTpskM0802TKl.jpg;T1:39|T2:35|T3:33|T4:32|T5:26|T6:29|T7:25|T8:34|T9:38;Masako Nozawa (Son Goku / Son Gohan / Son Goten (voice)), Ryo Horikawa (Vegeta (voice)), Toshio Furukawa (Piccolo (voice)), Mayumi Tanaka (Krillin / Uranai Baba (voice)), Naoki Tatsuta (Oolong / Karin (voice)), Ryusei Nakao (Freeza (voice));https://image.tmdb.org/t/p/w185/jxbXdejmPoiKnNoQz7Dkb80qC26.jpg, https://image.tmdb.org/t/p/w185/vZ69WQJfR5D2xow5FkddduRjq6c.jpg, https://image.tmdb.org/t/p/w185/zZjO0NxIbEhYW3507gXVnvWeRkG.jpg, https://image.tmdb.org/t/p/w185/by4t1tYtEXsfbFj9TvOjozBmQla.jpg, https://image.tmdb.org/t/p/w185/hgQOOPATD48vqos1YnRwqDTV2ab.jpg, https://image.tmdb.org/t/p/w185/fsxlwNIWj7taqpXRYETmXFk0x1P.jpg;;Dragon Ball Super, Fairy Tail, Shingeki no Bahamut, La Ley de Ueki, SHAMAN KING;https://www.youtube.com/watch?v=z_pKjQitI8o
Yuusha Party wo Oidasareta Kiyoubinbou;Yuusha Party wo Oidasareta Kiyoubinbou;Jikan (MyAnimeList);Orhun Dura había adoptado el rol de Encantador para cubrir una carencia crucial en el Grupo del Héroe, pero el líder lo despide abruptamente alegando que sus habilidades ya no son necesarias. Liberado del grupo, Orhun descubre que sus verdaderas capacidades van mucho más allá de lo que sus excompañeros jamás reconocieron.;https://cdn.myanimelist.net/images/anime/1486/153135l.jpg;Action, Adventure, Fantasy;6.65;12.0;https://myanimelist.net/anime/61128/Yuusha_Party_wo_Oidasareta_Kiyoubinbou;https://image.tmdb.org/t/p/original/1nt43fq7CKbqAJAospEo63vYXBV.jpg;T1:12;Takeo Otsuka (Orun Dula (voice)), Hina Tachibana (Sophia Clodel (voice)), Saori Onishi (Selma Clodel (voice)), You Taichi (Logan Hayward (voice)), Manaka Iwami (Caroline Inglaud (voice)), Yoshiki Nakajima (Oliver Cardiff (voice));https://image.tmdb.org/t/p/w185/wqeAMR0HOGUPBXz0TCNxDR51cQy.jpg, https://image.tmdb.org/t/p/w185/56u2zFd3MNQ0ly3k6VQSqHn1fwp.jpg, https://image.tmdb.org/t/p/w185/cziKB19QMFJ6DQDtxTn07uRY2hq.jpg, https://image.tmdb.org/t/p/w185/bt0oOFKknrOG7gNWusq9sc8UOhm.jpg, https://image.tmdb.org/t/p/w185/leKMaCBswXG8u4mfQNQ7J3y6Xow.jpg, https://image.tmdb.org/t/p/w185/izvxmcL0bL5BqpqSdHRuHEPidZ2.jpg;;"Espíritus del Inframundo, The Seven Deadly Sins: Los cuatro jinetes del apocalipsis, Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken Nitsuite, Kampfer, Clockwork Planet";https://www.youtube.com/watch?v=dLDimMasKBM
Dungeon Meshi;Dungeon Meshi;Jikan (MyAnimeList);En una mazmorra que esconde culturas completas en sus profundidades, el guerrero Laios y su grupo quedan atrapados sin recursos tras ser derrotados por un dragón. Para continuar explorando, deciden cocinar y comer a los monstruos del calabozo, descubriendo una gastronomía única mientras buscan rescatar a la hermana de Laios.;https://cdn.myanimelist.net/images/anime/1711/142478l.jpg;Adventure, Comedy, Fantasy, Gourmet;8.59;24.0;;https://image.tmdb.org/t/p/original/xC5GyeIzLsSRizJE5LedGShNgBa.jpg;T1:24|T2:1;Kentaro Kumagai (Laios (voice)), Sayaka Senbongi (Marcille (voice)), Asuna Tomari (Chilchuck (voice)), Hiroshi Naka (Senshi (voice));https://image.tmdb.org/t/p/w185/hsSdTc4PBuLOQedZMsTS6AHvC8l.jpg, https://image.tmdb.org/t/p/w185/yLRKX9DPDGgTRKBQRFTUh3pvbU0.jpg, https://image.tmdb.org/t/p/w185/1UrGvjjGi5p0GvVugjbzGutU6vu.jpg, https://image.tmdb.org/t/p/w185/9EmVmKWMczAd6qIGnmoYB2JBb7i.jpg;;Campfire Cooking in Another World with My Absurd Skill, Beheneko: El gato de la chica elfa es un monstruo de rango S., Ore dake Haireru Kakushi Dungeon, Goblin Slayer, Toriko;https://www.youtube.com/watch?v=aXfVHMILKJg
Yuusha-kei ni Shosuji Movie - Book of the Atlantic [BD][Bara];Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku;Jikan (MyAnimeList);In a world where the title of Hero is treated as a punishment rather than an honor, the worst criminals are sentenced to the front lines of an endless war against the Demon Lords. Branded as Heroes, they are forced into military service without even the mercy of death, condemned to be revived and sent back into battle forever.  Among them is Xylo Forbartz, once a respected commander of the Holy Knights. Now the leader of Penal Hero Unit 9004, he commands a squad of convicts considered expendable by the very nation they serve. During one chaotic mission, he encounters Teoritta, a living weapon known as a Goddess, whose presence threatens to shift the balance of both the war and his own fate.  As the unit is sent on increasingly dangerous operations, Xylo must balance leading his unit, surviving the battles he finds himself in, and uncovering the truth behind his own sentencing.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1062/151911l.jpg;Action, Adventure, Fantasy;8.15;12.0;https://myanimelist.net/anime/56009/Yuusha-kei_ni_Shosu__Choubatsu_Yuusha_9004-tai_Keimu_Kiroku;https://image.tmdb.org/t/p/original/k8uBEraJWZf9o7oJbaVHrECwvjC.jpg;T1:12|T2:0;Yohei Azakami (Xylo Forbartz (voice)), 飯塚麻結 (Teoritta (voice)), Shizuka Ishigami (Patouche Kivia (voice)), Shun Horie (Dotta Luzlas (voice)), Shunichi Toki (Venetim Leopold (voice)), Yoji Ueda (Norgayu Senridge (voice));https://image.tmdb.org/t/p/w185/rLIqw8pIjVIxPb5engrTbu9iOex.jpg, https://image.tmdb.org/t/p/w185/lCwSzCM8Ifny4V6SSvOZZgKHTCz.jpg, https://image.tmdb.org/t/p/w185/kXTYBI7skkVSjQ4eg49iEGblt3f.jpg, https://image.tmdb.org/t/p/w185/1OFi5ofRX0B2ldTPF8ThzLI2wKa.jpg, https://image.tmdb.org/t/p/w185/3hauO9r1NEzgXxk8d2ed1p5dnxM.jpg, https://image.tmdb.org/t/p/w185/fHvIfE0Q7ab0DFlkNVFcXvTKX9y.jpg;;Deadman Wonderland, Super Crooks, Jigoku Shoujo, Nanbaka, Cross Ange: Tenshi to Ryuu no Rondo;https://www.youtube.com/watch?v=B5qZX2kh-7w
Durarara!!x2 Ketsu BD;Durarara!!x2 Ketsu;Jikan (MyAnimeList);La rivalidad entre las facciones Dollars, Yellow Scarves y los Slasher sacude las calles de Ikebukuro en el arco final de Durarara. Las conspiraciones de Izaya Orihara y los conflictos entre todos los grupos llegan a su punto máximo en este capítulo conclusivo de la historia.;https://cdn.myanimelist.net/images/anime/6/77838l.jpg;Action, Mystery, Supernatural;8.05;12.0;https://myanimelist.net/anime/27833/Durararax2_Ketsu;https://image.tmdb.org/t/p/original/kH9iK6krt0VBwAv5xbsYyhn8AW5.jpg;T1:24|T2:36;Miyuki Sawashiro (Celty Sturluson (voice)), Toshiyuki Toyonaga (Mikado Ryūgamine (voice)), Mamoru Miyano (Masaomi Kida (voice)), Kana Hanazawa (Anri Sonohara (voice)), Hiroshi Kamiya (Izaya Orihara (voice)), Daisuke Ono (Shizuo Heiwajima (voice));https://image.tmdb.org/t/p/w185/11mGqwpmu8CoEy1YJgabj2g7MIv.jpg, https://image.tmdb.org/t/p/w185/duhxGjWjgo6WagvGgKu529ztz7u.jpg, https://image.tmdb.org/t/p/w185/nuok8ueG7k9hPZ09Tpr8e7Qn0ah.jpg, https://image.tmdb.org/t/p/w185/9UTBlNRopSOKyoWnCm74tyHOfR1.jpg, https://image.tmdb.org/t/p/w185/5aAAOlQ2hW5EqEQOzk4UeroxcTN.jpg, https://image.tmdb.org/t/p/w185/5rjl28lx84JjRS0hzq3Ajvx2dhp.jpg;;Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari, Banana Fish, Tokyo Vice, Gangsta., Kemono Jihen;https://www.youtube.com/watch?v=q5qlX4lWst0
Durarara!!x2 Shou BD;Durarara!!x2 Shou;Jikan (MyAnimeList);La segunda temporada de Durarara continúa con las tensiones entre los distintos grupos de Ikebukuro mientras surgen nuevas amenazas. Los rumores sobre una nueva entidad llamada Toramaru y los planes de varios personajes comienzan a entrelazarse en una red de intrigas que afecta a toda la ciudad.;https://cdn.myanimelist.net/images/anime/12/67743l.jpg;Action, Mystery, Supernatural;7.97;12.0;https://myanimelist.net/anime/23199/Durararax2_Shou;https://image.tmdb.org/t/p/original/kH9iK6krt0VBwAv5xbsYyhn8AW5.jpg;T1:24|T2:36;Miyuki Sawashiro (Celty Sturluson (voice)), Toshiyuki Toyonaga (Mikado Ryūgamine (voice)), Mamoru Miyano (Masaomi Kida (voice)), Kana Hanazawa (Anri Sonohara (voice)), Hiroshi Kamiya (Izaya Orihara (voice)), Daisuke Ono (Shizuo Heiwajima (voice));https://image.tmdb.org/t/p/w185/11mGqwpmu8CoEy1YJgabj2g7MIv.jpg, https://image.tmdb.org/t/p/w185/duhxGjWjgo6WagvGgKu529ztz7u.jpg, https://image.tmdb.org/t/p/w185/nuok8ueG7k9hPZ09Tpr8e7Qn0ah.jpg, https://image.tmdb.org/t/p/w185/9UTBlNRopSOKyoWnCm74tyHOfR1.jpg, https://image.tmdb.org/t/p/w185/5aAAOlQ2hW5EqEQOzk4UeroxcTN.jpg, https://image.tmdb.org/t/p/w185/5rjl28lx84JjRS0hzq3Ajvx2dhp.jpg;;Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari, Banana Fish, Tokyo Vice, Gangsta., Kemono Jihen;https://www.youtube.com/watch?v=q5qlX4lWst0
Durarara!!x2 Ten BD;Durarara!!x2 Ten;Jikan (MyAnimeList);La historia de los Dollars, Yellow Scarves y todas las facciones de Ikebukuro continúa expandiéndose con nuevos personajes y conspiraciones. Las relaciones entre Mikado, Anri y Masaomi se tensionan mientras Izaya manipula los eventos desde las sombras para sus propios fines oscuros.;https://cdn.myanimelist.net/images/anime/8/74981l.jpg;Action, Mystery, Supernatural;7.96;12.0;https://myanimelist.net/anime/27831/Durararax2_Ten;https://image.tmdb.org/t/p/original/kH9iK6krt0VBwAv5xbsYyhn8AW5.jpg;T1:24|T2:36;Miyuki Sawashiro (Celty Sturluson (voice)), Toshiyuki Toyonaga (Mikado Ryūgamine (voice)), Mamoru Miyano (Masaomi Kida (voice)), Kana Hanazawa (Anri Sonohara (voice)), Hiroshi Kamiya (Izaya Orihara (voice)), Daisuke Ono (Shizuo Heiwajima (voice));https://image.tmdb.org/t/p/w185/11mGqwpmu8CoEy1YJgabj2g7MIv.jpg, https://image.tmdb.org/t/p/w185/duhxGjWjgo6WagvGgKu529ztz7u.jpg, https://image.tmdb.org/t/p/w185/nuok8ueG7k9hPZ09Tpr8e7Qn0ah.jpg, https://image.tmdb.org/t/p/w185/9UTBlNRopSOKyoWnCm74tyHOfR1.jpg, https://image.tmdb.org/t/p/w185/5aAAOlQ2hW5EqEQOzk4UeroxcTN.jpg, https://image.tmdb.org/t/p/w185/5rjl28lx84JjRS0hzq3Ajvx2dhp.jpg;;Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari, Banana Fish, Tokyo Vice, Gangsta., Kemono Jihen;https://www.youtube.com/watch?v=q5qlX4lWst0
El Castillo Ambulante 2004 (Studio Ghibli) [1080p] [Latino-Japones];Howl no Ugoku Shiro;Jikan (MyAnimeList);Sophie, una joven sombrerera, es maldecida por la Bruja del Páramo y transformada en una anciana de noventa años. Para romper el hechizo, Sophie busca al mágico Howl y su castillo ambulante, embarcándose en una aventura que la lleva a descubrir el amor y su propio valor.;https://cdn.myanimelist.net/images/anime/1470/138723l.jpg;Adventure, Award Winning, Drama, Fantasy, Romance;8.67;1.0;https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro;;;;;;;
El Jardín de las Palabras [2013][1080p][4.35 Gb];Kotonoha no Niwa;Jikan (MyAnimeList);En un jardín secreto, un compositor adolescente llamado Takao se refugia para trabajar en el diseño de zapatos, donde conoce a una misteriosa mujer mayor que también busca soledad. A lo largo de un verano lluvioso, ambos comparten confidencias y desarrollan una conexión que va más allá de la diferencia de edades.;https://cdn.myanimelist.net/images/anime/1597/112995l.jpg;Award Winning, Drama, Romance;7.85;1.0;https://myanimelist.net/anime/16782/Kotonoha_no_Niwa;;;;;;;
El Recuerdo De Marnie;Omoide no Marnie;Jikan (MyAnimeList);Anna, una chica solitaria y retraída, pasa el verano con sus tíos en un pueblo costero donde descubre una vieja mansión y a la misteriosa Marnie. A través de su amistad sobrenatural con esta chica de otro tiempo, Anna aprende sobre su pasado familiar y aprende a abrirse a los demás.;https://cdn.myanimelist.net/images/anime/7/64293l.jpg;Drama, Mystery, Suspense;8.04;1.0;https://myanimelist.net/anime/21557/Omoide_no_Marnie;;;;;;;
El Viaje de Chihiro [2001][1080p][2.48 Gb];Sen to Chihiro no Kamikakushi;Jikan (MyAnimeList);La joven Chihiro y sus padres se adentran accidentalmente en el mundo espiritual japonés, donde sus padres son transformados en cerdos por comer la comida de los dioses. Para rescatarlos, Chihiro debe trabajar en los baños de la bruja Yubaba y navegar un mundo mágico lleno de espíritus y peligros.;https://cdn.myanimelist.net/images/anime/6/79597l.jpg;Adventure, Award Winning, Fantasy;8.77;1.0;https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi;;;;;;;
Fairy Tail;Fairy Tail;Jikan (MyAnimeList);Natsu Dragneel, un mago cazador de gremios, y su compañera Lucy Heartfilia se unen al gremio de magos Fairy Tail. Juntos con sus amigos Gray, Erza y Happy, emprenden misiones épicas mientras enfrentan a oscuras organizaciones que amenazan al mundo mágico.;https://cdn.myanimelist.net/images/anime/5/18179l.jpg;Action, Adventure, Fantasy;7.57;175.0;https://myanimelist.net/anime/6702/Fairy_Tail;https://image.tmdb.org/t/p/original/lT8CUfNOkBQW9oPda2T5UPzVquM.jpg;T1:48|T2:48|T3:54|T4:25|T5:51|T6:39|T7:12|T8:51;Tetsuya Kakihara (Natsu Dragneel (voice)), Aya Hirano (Lucy Heartfilia (voice)), Rie Kugimiya (Happy (voice)), Yuichi Nakamura (Gray Fullbuster (voice)), Sayaka Ohara (Erza Scarlet (voice)), Satomi Sato (Wendy Marvell (voice));https://image.tmdb.org/t/p/w185/80DeAD6DYh030wsyUygFqDpNkSj.jpg, https://image.tmdb.org/t/p/w185/zaSJKfuKhw7e4VTnTKnlHBRzjQU.jpg, https://image.tmdb.org/t/p/w185/xHonhNFpTpz9zCVXLAF7D4OuHLv.jpg, https://image.tmdb.org/t/p/w185/wb8behVKjBHX9XXrEydvNINCYwH.jpg, https://image.tmdb.org/t/p/w185/4WQXLzj0gjYqkYFcTTxAkIwedvr.jpg, https://image.tmdb.org/t/p/w185/ke0ROEfZo7kbu7icfO6ClWEtXIW.jpg;Director: 石平信司;FAIRY TAIL 100 YEARS QUEST, Dragon Quest: La Aventura de Dai, Black Clover, Easygoing Territory Defense by the Optimistic Lord, Monster Hunter Stories: Ride On;https://www.youtube.com/watch?v=mAAKPx-ndAg
Fate;Fate/Zero;TMDB;"Después de tres batallas inconclusas por conseguir el Santo Grial, un artefacto capaz de conceder un milagro a quien lo posea, una cuarta guerra da comienzo. Precuela del anime ""Fate/stay night"".";https://image.tmdb.org/t/p/original/hfTEDISVpFMqmp6uOGylsSakyXZ.jpg;Action & Adventure, Animación, Sci-Fi & Fantasy;7.972;25.0;https://www.themoviedb.org/tv/45845;https://image.tmdb.org/t/p/original/l6UO4qEHwUdjPyavbP6yGA06cS3.jpg;T1:13|T2:12;Rikiya Koyama (卫宫切嗣), Ayako Kawasumi (Saber), Akio Otsuka (Rider), Akira Ishida (雨生龙之介), Ayumi Tsunematsu (久宇舞弥), Daisuke Namikawa (韦伯·维尔维特);https://image.tmdb.org/t/p/w185/hsZm87BORLpzhaycBaWOD5xpjVC.jpg, https://image.tmdb.org/t/p/w185/vb4cgQUlZdaZT3P4RI27x2PGwpH.jpg, https://image.tmdb.org/t/p/w185/uH9oiqOOgrsz2zNnouVZ1qPzDyb.jpg, https://image.tmdb.org/t/p/w185/jnW2Gn2NlR2uwOCeyOuzypnTmkH.jpg, https://image.tmdb.org/t/p/w185/dJzYagwkIjHcCJoB247DzgUtUuh.jpg, https://image.tmdb.org/t/p/w185/iw0X8oDutxaBAri3Ifga8nhdUJK.jpg;Creador: 虚淵玄;Fate/stay night, Fate/Apocrypha, Fate/strange Fake, Fate/Grand Order: Absolute Demonic Front Babylonia, Fate/EXTRA Last Encore;https://www.youtube.com/watch?v=2G3voiNK8z0
Fire Force [Enen no Shouboutai];Enen no Shouboutai;Jikan (MyAnimeList);En un Tokio alternativo donde los incendios espontáneos son causados por seres llamados Infernales, el joven Shinra Kusakabe se une a la Compañía 8 de los Bomberos Especiales. Shinra, quien puede encender llamas en sus pies, busca descubrir la verdad sobre el misterioso incendio que mató a su familia doce años atrás.;https://cdn.myanimelist.net/images/anime/1664/103275l.jpg;Action, Fantasy, Sci-Fi;7.72;24.0;https://myanimelist.net/anime/38671/Enen_no_Shouboutai;https://image.tmdb.org/t/p/original/xkNnQ3IGGRQcXnl1zTb5H6Vb3SP.jpg;T1:24|T2:24|T3:25;Gakuto Kajiwara (Shinra Kusakabe (voice)), Yusuke Kobayashi (Arthur Boyle (voice)), 上條沙恵子 (Maki Oze (voice)), Mao Ichimichi (Iris (voice)), Kazuya Nakai (Akitaru Obi (voice)), Kenichi Suzumura (Takehisa Hinawa (voice));https://image.tmdb.org/t/p/w185/kUer38jXf7vTD2TGGxJMZVYL5Te.jpg, https://image.tmdb.org/t/p/w185/y4ukKDSobZJNuB4H3k89hkrKCDC.jpg, https://image.tmdb.org/t/p/w185/cXsveDa9H8QYhtpPNndnTc0uFbm.jpg, https://image.tmdb.org/t/p/w185/a3cflYtrlFK0LXfWODgLDO7E7CP.jpg, https://image.tmdb.org/t/p/w185/cOHSa0FBrG3u9P6g8A56sInkvod.jpg, https://image.tmdb.org/t/p/w185/vFqjmIjxfgBkh3ZmUin7QETV0sy.jpg;;TENGOKU-DAIMAKYO, D.Gray-man, Undead Unluck, Bungou Stray Dogs, Seraph of the end;https://www.youtube.com/watch?v=fzM43HZ6oeg
