Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Desarrolladores;Editores;Puntuacion_Usuario;Metascore;URL_Slug;Backdrop_URL;Requisitos_Minimos;Requisitos_Recomendados;Recomendaciones;Trailer_URL;Peso_GB
Dishonored 2 v1.77.9;Dishonored 2;RAWG;2016.0;Dishonored 2 es un juego de acción y aventuras que premia el sigilo y la creatividad. En la ciudad costera de Karnaca, juega como la emperatriz Emily Kaldwin o su Protector Real Corvo Attano para recuperar un trono robado.;https://media.rawg.io/media/games/f6b/f6bed028b02369d4cab548f4f9337e81.jpg;Action, RPG;Bethesda Softworks, Arkane Studios;Bethesda Softworks;4.26;86.0;dishonored-2;https://media.rawg.io/media/games/f6b/f6bed028b02369d4cab548f4f9337e81.jpg;;;;https://steamcdn-a.akamaihd.net/steam/apps/256675427/movie_max.mp4;33
Dishonored Goty v1.4.1;Dishonored;RAWG;2012.0;Dishonored es un juego de sigilo en primera persona donde tú eliges el enfoque: sé un fantasma o siembra la destrucción. Como Corvo, un guardián real acusado de asesinato, usa poderes sobrenaturales para ejecutar tu venganza.;https://media.rawg.io/media/games/4e6/4e6e8e7f50c237d76f38f3c885dae3d2.jpg;Action, Adventure, RPG;Bethesda Softworks, Arkane Studios;Bethesda Softworks;4.38;91.0;dishonored;https://media.rawg.io/media/games/4e6/4e6e8e7f50c237d76f38f3c885dae3d2.jpg;Minimum: OS: Windows Vista / Windows 7 Processor: 3.0 GHz dual core or better Memory: 3 GB system RAM Hard Disk Space: 9 GB Video Card: DirectX 9 compatible with 512 MB video RAM or better (NVIDIA GeForce GTX 460 / ATI Radeon HD 5850) Sound: Windows compatible sound card;Recommended: OS: Windows Vista / Windows 7 (enhanced for 64-bit OS) Processor: 2.4 GHz quad core or better (enhanced for multi-core processors) Memory: 4 GB system RAM Hard Disk Space: 9 GB Video Card: DirectX 9 compatible with 768 MB video RAM or better (NVIDIA GeForce GTX 460 / ATI Radeon HD 5850) Sound: Windows compatible sound card;;;11
Disney Dreamlight Valley v1.20.2.42;Disney Dreamlight Valley;RAWG;2023.0;Disney Dreamlight Valley es una combinación de simulador de vida y juego de aventuras poblado de personajes de Disney y Pixar. Restaura un mágico reino invadido por la oscuridad, hazte amigo de personajes icónicos y construye tu aldea soñada.;https://media.rawg.io/media/games/2f7/2f77dc8fa62aa506e7a06887d3756c3f.jpg;Adventure, Simulation;Gameloft;Gameloft;3.44;;disney-dreamlight-valley;https://media.rawg.io/media/games/2f7/2f77dc8fa62aa506e7a06887d3756c3f.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 10 Processor: Intel Core i3-540 or AMD Phenom II X4 940 Memory: 6 GB RAM Graphics: NVIDIA GeForce 9600 GT, 512 MB or AMD Radeon HD 6570, 1 GB DirectX: Version 10 Storage: 10 GB available space;Recommended: Requires a 64-bit processor and operating system OS: Windows 10 Processor: Intel Core i5-4690 or AMD Ryzen 3 1300X Memory: 6 GB RAM Graphics: NVIDIA GeForce GTX 960, 4 GB or AMD Radeon R9 380, 4 GB DirectX: Version 11 Storage: 10 GB available space;;;16
Dispatch v1.0.16409;Dispatch;RAWG;2025.0;Dispatch es una comedia de superhéroes en el trabajo donde las decisiones importan. Gestiona un disfuncional grupo de héroes, atiende emergencias y navega el caótico día a día de una central de despacho de superhéroes.;https://media.rawg.io/media/games/2f6/2f6c45362818859574ac0e37edf3d3c4.jpg;Action, Adventure, Strategy, Casual, Indie;AdHoc Studio;AdHoc Studio;4.5;;dispatch-2;https://media.rawg.io/media/games/2f6/2f6c45362818859574ac0e37edf3d3c4.jpg;;;;;14
DmC Devil May Cry Complete Edition v06.03.2013;DmC: Devil May Cry;RAWG;2013.0;Un reinicio de la franquicia ambientado en una pesadilla paralela llamada Limbo. Un joven Dante, criado fuera del mundo humano y del demoníaco, descubre su herencia demoníaca y lucha contra un rey demonio que controla a la humanidad.;https://media.rawg.io/media/games/295/295eb868c241e6ad32ac033b8e6a2ede.jpg;Action, Adventure;Ninja Theory;Capcom;4.02;85.0;dmc;https://media.rawg.io/media/games/295/295eb868c241e6ad32ac033b8e6a2ede.jpg;Minimum: OS:Windows Vista(R)/XP, Windows 7, Windows 8 Processor:Intel(R) Core(TM)2 Duo 2.4 Ghz or better, AMD Athlon(TM) X2 2.8 Ghz or better Memory:2 GB RAM Graphics:NVIDIA(R) GeForce(R) 8800GTS or better, ATI Radeon(TM) HD 3850 or better DirectX®:9.0c Hard Drive:9 GB HD space Sound:Standard audio device;Recommended: OS:Windows Vista(R)/XP, Windows 7, Windows 8 Processor:Intel(R) Core(TM)2 Quad 2.7 Ghz or better, AMD Phenom(TM)II X4 3 Ghz or better Memory:4 GB RAM Graphics:ATI Radeon(TM) HD 6950 or better DirectX®:9.0c Hard Drive:9 GB HD space Sound:Standard audio device;;;8
Don't Starve Alone Pack-GOG;Don't Starve: Shipwrecked;RAWG;2015.0;Una expansión de Don't Starve creada junto a Capybara Games. Varado en un archipiélago tropical, sobrevive a aguas peligrosas, ciclones y criaturas exóticas usando nuevas herramientas de crafteo y mecánicas.;https://media.rawg.io/media/screenshots/66d/66dca08d36f0cd820c91d97c73a30924.jpeg;Action, Adventure;Klei Entertainment, Capy Games;Klei Entertainment;3.97;81.0;dont-starve-shipwrecked;https://media.rawg.io/media/screenshots/66d/66dca08d36f0cd820c91d97c73a30924.jpeg;;;;;3
Don't Starve Together v617969;Don't Starve Together;RAWG;2016.0;Don't Starve Together es la surreal y oscura expansión multijugador de Don't Starve, para hasta seis jugadores. Sobrevive y explora un extraño mundo salvaje repleto de ciencia, magia y criaturas pesadillescas sin fin.;https://media.rawg.io/media/games/dd5/dd50d4266915d56dd5b63ae1bf72606a.jpg;Action, Simulation, Indie;Klei Entertainment;Klei Entertainment;3.77;83.0;dont-starve-together;https://media.rawg.io/media/games/dd5/dd50d4266915d56dd5b63ae1bf72606a.jpg;"Minimum: OS: Windows Vista/Windows 7/Windows 8 Processor: 1.7+ GHz or better Memory: 1 GB RAM Graphics: Radeon HD5450 or better; 256 MB or higher DirectX: Version 9.0c Network: Broadband Internet connection Storage: 750 MB available space Sound Card: 100% DirectX9.0c compatible sound card and drivers";;;https://steamcdn-a.akamaihd.net/steam/apps/256672773/movie_max.mp4;2
Doom 2016 v6.66;DOOM (2016);RAWG;2016.0;Un reinicio del clásico FPS. La instalación de investigación de la UAC en Marte ha sido invadida por demonios del Infierno. Como el DOOM Slayer, despedaza y destripa oleadas implacables de demonios en una campaña rápida, brutal y gloriosamente violenta.;https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg;Action, Shooter;Bethesda Softworks, id Software, Panic Button, Tango Gameworks, Escalation Studios, Certain Affinity, Digital Domain, BattleCry Studios;Bethesda Softworks;4.38;85.0;doom;https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg;Minimum: OS: Windows7,Windows8,Windows10 Processor: Intel cpu i3 Memory: 4 GB RAM Graphics: GTX 650 Storage: 2 GB available space Sound Card: Realtek;Recommended: OS: Windows7,Windows8,Windows10 Processor: Intel cpu i5 Memory: 8 GB RAM Graphics: GTX 770 Storage: 4 GB available space Sound Card: Realtek;;https://steamcdn-a.akamaihd.net/steam/apps/256677412/movie_max.mp4;46
DOOM Eternal (build 05.09.2023);DOOM Eternal;RAWG;2020.0;Como el DOOM Slayer, regresas para descubrir que la Tierra ha sufrido una invasión demoníaca. Cruza dimensiones para detener al ejército demoníaco y enfrentarte finalmente al Señor Oscuro en el juego de DOOM más ambicioso hasta la fecha.;https://media.rawg.io/media/games/3ea/3ea3c9bbd940b6cb7f2139e42d3d443f.jpg;Action, Shooter;Bethesda Softworks, id Software, Bethesda Game Studios, Panic Button, Virtuos, Nerve Software;Bethesda Softworks;4.37;86.0;doom-eternal;https://media.rawg.io/media/games/3ea/3ea3c9bbd940b6cb7f2139e42d3d443f.jpg;Minimum: Requires a 64-bit processor and operating system;Recommended: Requires a 64-bit processor and operating system;;;69
Dragon Age - The Veilguard;Dragon Age: The Veilguard;RAWG;2024.0;Dragon Age: The Veilguard sigue a Rook, un nuevo héroe que debe liderar a un variado grupo de compañeros para detener a dos dioses élfico que intentan desgarrar el velo entre el mundo mortal y el reino de los espíritus.;https://media.rawg.io/media/screenshots/d33/d3386bb608c067644c84209aff2d7680.jpg;Action, Adventure, RPG, Strategy;BioWare;Electronic Arts;3.09;;dragon-age-the-veilguard;https://media.rawg.io/media/screenshots/d33/d3386bb608c067644c84209aff2d7680.jpg;"Minimum: Requires a 64-bit processor and operating system OS: 64 bit Windows 10/11 Processor: Intel Core i5-8400 / AMD Ryzen 3 3300X* (see notes) Memory: 16 GB RAM Graphics: NVIDIA GTX 970/1650 / AMD Radeon R9 290X DirectX: Version 12 Storage: 100 GB available space Additional Notes: SSD Preferred, HDD Supported; AMD AM4 CPUs on Windows 11 require AGESA V2 1.2.0.7 or newer";"Recommended: Requires a 64-bit processor and operating system OS: 64 bit Windows 10/11 Processor: Intel Core i9-9900K / AMD Ryzen 7 3700X* (see notes) Memory: 16 GB RAM Graphics: NVIDIA RTX 2070 / AMD Radeon RX 5700XT DirectX: Version 12 Storage: 100 GB available space Additional Notes: SSD Required; AMD AM4 CPUs on Windows 11 require AGESA V2 1.2.0.7 or newer";;;80
Dragon Age Origins v2.1.1.5;Dragon Age: Origins;RAWG;2009.0;Dragon Age: Origins es la primera entrega de la franquicia RPG de BioWare. Lidera a los Guardianes Grises contra la Ruina, una invasión demoníaca que amenaza el reino de Ferelden. Cada decisión tiene consecuencias en esta profunda epopeya de rol.;https://media.rawg.io/media/games/dc0/dc0926d3f84ffbcc00968fe8a6f0aed3.jpg;RPG;BioWare, Edge of Reality;Electronic Arts;4.39;91.0;dragon-age-origins;https://media.rawg.io/media/games/dc0/dc0926d3f84ffbcc00968fe8a6f0aed3.jpg;Minimum: OS: Windows XP (SP3) or Windows Vista (SP1) or Windows 7 Processor: Intel Core 2 Single 1.6 Ghz Processor (or equivalent) or AMD 64 2.0 GHz Processor (or equivalent) Memory: 1GB (1.5 GB Vista and Windows 7) Graphics: ATI Radeon X850 256MB or NVIDIA GeForce 6600 GT 128MB or greater (Windows Vista: Radeon X1550 256 MB or NVidia GeForce 7600GT 256MB) DirectX®: DirectX (November 2007) Hard Drive: 20 GB HD space Sound: Direct X Compatible Sound Card;Recommended: OS: Windows XP (SP3) or Windows Vista (SP1) or Windows 7 Processor: Intel Core 2 Duo 2.4 Ghz or AMD Phenom II X2 Dual-Core 2.7 Ghz Processor or equivalent Memory: 2 GB (3GB Vista and Windows 7) Graphics: ATI 3850 512 MB or NVidia 8800GTS 512MB or greater DirectX®: DirectX (November 2007) Hard Drive: 20 GB HD space Sound: Direct X Compatible Sound Card;;;16
DRAGON BALL - Sparking! ZERO;DRAGON BALL: Sparking! ZERO;RAWG;2025.0;DRAGON BALL: Sparking! ZERO revive la legendaria jugabilidad de la serie Budokai Tenkaichi. Recrea las batallas más icónicas del universo Dragon Ball con una enorme plantilla de personajes y explosivo combate en 3D.;https://media.rawg.io/media/screenshots/64f/64fdee7e7b863fbc22460cb8e38614b9.jpg;Action, Fighting;Spike Chunsoft;Bandai Namco Entertainment;3.89;;dragon-ball-sparking-zero;https://media.rawg.io/media/screenshots/64f/64fdee7e7b863fbc22460cb8e38614b9.jpg;"Minimum: Requires a 64-bit processor and operating system OS: Windows 10 Processor: Intel Core i5-9600K / AMD Ryzen 5 2600 Memory: 8 GB RAM Graphics: Nvidia GeForce GTX 980 / AMD Radeon RX 590 / Intel Arc A750 DirectX: Version 12 Storage: 29 GB available space Additional Notes: Estimated performance: 1080p/60fps with graphics settings at &quot;Low&quot;. Framerate might drop in graphics-intensive scenes. - 64-bit processor and operating system are required.";"Recommended: Requires a 64-bit processor and operating system OS: Windows 10 / Windows 11 Processor: Intel Core i7-9700K / AMD Ryzen 5 3600 Memory: 16 GB RAM Graphics: Nvidia GeForce RTX 2060 / AMD Radeon RX Vega 64 DirectX: Version 12 Storage: 29 GB available space Additional Notes: Estimated performance: 1080p/60fps with graphics settings at &quot;High&quot;. Framerate might drop in graphics-intensive scenes. - 64-bit processor and operating system are required. - Windows 10 (Version 1809 or l";;;24
Dragon Ball Fighter Z Ultimate Edition v 1.31;Dragon Ball Z: Kakarot;RAWG;2020.0;Revive la historia de Goku en Dragon Ball Z: Kakarot. Más allá de las épicas batallas, experimenta la vida como un guerrero Z: entrena, come, pesca y lucha a lo largo de toda la saga, desde los Saiyajin hasta Majin Boo.;https://media.rawg.io/media/games/cf0/cf062fb221995e3e04294ba5f9dabbb9.jpg;Action, RPG;CyberConnect2 Co.;Bandai Namco Entertainment;3.74;74.0;dragon-ball-z-kakarot;https://media.rawg.io/media/games/cf0/cf062fb221995e3e04294ba5f9dabbb9.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows Processor: TBD DirectX: Version 11;Recommended: Requires a 64-bit processor and operating system;;;6
Dragon's Dogma - Dark Arisen (incl. Update 7);Dragon's Dogma: Dark Arisen;RAWG;2013.0;Dragon's Dogma: Dark Arisen es un action-RPG en tercera persona. Crea a tu propio héroe Surgido y a sus Peones para explorar el vasto mundo de Gransys, luchando contra monstruos gigantes en tiempo real con profundas mecánicas de escalada.;https://media.rawg.io/media/games/639/639ce7d7fecbb9f0717e9fbc1180f8f8.jpg;Action, Adventure, RPG;Capcom, Capcom U.S.A;Capcom;3.91;81.0;dragons-dogma-dark-arisen;https://media.rawg.io/media/games/639/639ce7d7fecbb9f0717e9fbc1180f8f8.jpg;Minimum: OS: Windows Vista or newer (32 or 64 bit) Processor: Intel Core i5 660 CPU or equivalent Memory: 4 GB RAM Graphics: Radeon HD 5870 or equivalent DirectX: Version 9.0c Network: Broadband Internet connection Storage: 20 GB available space Sound Card: DirectX-compatible sound card or onboard audio chip Additional Notes: 1) Supports Keyboard+Mouse and XInput/DirectInput devices including Xbox 360, Xbox One, DualShock4 and Steam Controller. 2) Some high end integrated graphics chips and mode;Recommended: OS: Windows 7/8/10 Processor: Intel Core i7-4770K or equivalent Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 760 or equivalent DirectX: Version 9.0c Network: Broadband Internet connection Storage: 20 GB available space Sound Card: DirectX-compatible sound card or onboard audio chip Additional Notes: 1) Supports Keyboard+Mouse and XInput/DirectInput devices including Xbox 360, Xbox One, DualShock4 and Steam Controller. 2) Some high end integrated graphics chips and modern gaming lap;;;7
Dying Light - The Beast v1.2.0;Dying Light: The Beast;RAWG;2025.0;El siguiente capítulo de la saga Dying Light. Kyle Crane regresa en un nuevo capítulo independiente con un entorno de bosque oscuro, nuevas mecánicas de parkour y una bestia poderosa que cazar... o de la que huir.;https://media.rawg.io/media/games/b20/b2055f1b6d12a6342deec3565e465852.jpg;Action, Shooter, Adventure, RPG;Techland;Techland;3.87;;dying-light-the-beast;https://media.rawg.io/media/games/b20/b2055f1b6d12a6342deec3565e465852.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 10 or newer Processor: Intel i5-13400F / AMD Ryzen 7 5800X Memory: 16 GB RAM Graphics: NVIDIA GeForce 1060 / AMD Radeon 5500 XT / Intel ARC A750 Storage: 70 GB available space Additional Notes: SSD Required;Recommended: Requires a 64-bit processor and operating system OS: Windows 10 or newer Processor: Intel i5-13400F / AMD Ryzen 7 7700 Memory: 16 GB RAM Graphics: NVIDIA GeForce RTX 3070 TI / AMD Radeon 6750 XT / Intel ARC B580 Storage: 70 GB available space Additional Notes: SSD Required;;;49
Dying Light Ultimate Edition;Dying Light: The Following - Enhanced Edition;RAWG;2015.0;Dying Light presenta un mundo azotado por un brote del virus zombie. Usa parkour y combate brutal para sobrevivir en una ciudad en cuarentena. La expansión The Following añade una vasta campiña, un buggy y un nuevo y misterioso culto que descubrir.;https://media.rawg.io/media/games/c11/c11a0b92b4c28f2e0db489f430142653.jpg;Action, RPG;Techland;Techland Publishing, Techland;4.13;87.0;dying-light-the-following-enhanced-edition;https://media.rawg.io/media/games/c11/c11a0b92b4c28f2e0db489f430142653.jpg;MINIMUM: OS: Windows® 7 64-bit / Windows® 8 64-bit / Windows® 8.1 64-bit Processor: Intel® Core™ i5-2500 @3.3 GHz / AMD FX-8320 @3.5 GHz Memory: 4 GB RAM DDR3 Hard Drive: 40 GB free space Graphics: NVIDIA® GeForce® GTX 560 / AMD Radeon™ HD 6870 (1GB VRAM) DirectX®: Version 11 Sound: DirectX® compatible Additional Notes: Laptop versions of graphics cards may work but are NOT officially supported. Windows-compatible keyboard, mouse, optional controller (Xbox 360 Controller for Windows recommended);RECOMMENDED: OS: Windows® 7 64-bit / Windows® 8 64-bit / Windows® 8.1 64-bit Processor: Intel® Core™ i5-4670K @3.4 GHz / AMD FX-8350 @4.0 GHz Memory: 8 GB RAM DDR3 Hard Drive: 40 GB free space Graphics: NVIDIA® GeForce® GTX 780 / AMD Radeon™ R9 290 (2GB VRAM) DirectX®: Version 11 Sound: DirectX® compatible Additional Notes: Laptop versions of graphics cards may work but are NOT officially supported. Windows-compatible keyboard, mouse, optional controller (Xbox 360 Controller for Windows recommen;;;19
Eastward v1.0.5;Eastward;RAWG;2021.0;Eastward es un juego de aventuras con elementos RPG, ambientado en una detallada sociedad distópica. El hosco ingeniero John y la misteriosa niña Sam viajan por un mundo en decadencia, enfrentando extrañas criaturas y coloridos personajes.;https://media.rawg.io/media/games/cd3/cd3bf69db1093510cf1386b76564ea70.jpg;Adventure, RPG, Indie;Pixpil;Chucklefish;3.69;80.0;eastward;https://media.rawg.io/media/games/cd3/cd3bf69db1093510cf1386b76564ea70.jpg;Minimum: OS: Windows 7/8/10 Processor: Intel i5 Memory: 4 GB RAM Graphics: Nvidia GTS 450 Storage: 2 GB available space Additional Notes: OpenGL 3.2;Recommended: OS: Windows 7/8/10 Processor: Intel i5 Memory: 4 GB RAM Graphics: Nvidia GTX 750 Ti Storage: 2 GB available space Additional Notes: OpenGL 3.2;;;1
Elden Ring NightReign v1.03.0;Elden Ring Nightreign;RAWG;2025.0;Elden Ring Nightreign es un action-RPG roguelike desarrollado por FromSoftware. En las Tierras Intermedias, dos o tres jugadores cooperan en intensas partidas de varios días, enfrentando amenazas crecientes y un colosal jefe final.;https://media.rawg.io/media/games/a14/a143ef815d323a3000840fc774d834c7.jpg;Action, RPG;FromSoftware;Bandai Namco Entertainment, FromSoftware;3.96;;elden-ring-nightreign;https://media.rawg.io/media/games/a14/a143ef815d323a3000840fc774d834c7.jpg;Minimale : Système d'exploitation et processeur 64 bits nécessaires Système d'exploitation : Windows 10 Processeur : Intel Core i5-10600 / AMD RYZEN 5 5500 Mémoire vive : 12 GB de mémoire Graphiques : NVIDIA GeForce GTX 1060 3GB / AMD Radeon RX 580 4GB DirectX : Version 12 Espace disque : 30 GB d'espace disque disponible Carte son : Windows compatible audio device;Recommandée : Système d'exploitation et processeur 64 bits nécessaires Système d'exploitation : Windows 11 Processeur : Intel Core i5-11500 / AMD RYZEN 5 5600 Mémoire vive : 16 GB de mémoire Graphiques : NVIDIA GeForce GTX 1070 8GB / AMD Radeon RX Vega-56 8GB DirectX : Version 12 Espace disque : 30 GB d'espace disque disponible Carte son : Windows compatible audio device;;;31
